id,first_name,last_name,number,team_id,position,class,from,country,height_in,games,poss,pts,ast,reb,oreb,stl,blk,to,fouls,fgm,fga,threem,threea,ftm,fta,sj_poss,sj_fgm,sj_pts,sj_ppp,sj_pct,mj_poss,mj_fgm,mj_pts,mj_ppp,mj_pct,three_poss,three_fgm,three_pts,three_ppp,three_pct,cs_poss,cs_fgm,cs_pts,cs_ppp,cs_pct,cs_efg,cs_three_fgm,cs_three_fga,cs_three_pct,cs_three_per_fga,rim_poss,rim_fgm,rim_pts,rim_ppp,rim_pct,rim_ft_pct,hook_poss,hooks_fgm,hook_pts,hooks_ppp,hooks_fg_pct,hooks_ft_pct,run_poss,run_fgm,run_pts,run_ppp,run_fg_pct,run_ft_pct,dunk_poss,dunk_fgm,dunk_pts,dunk_ppp,dunk_fg_pct,dunk_ft_pct,iso_poss,iso_pts,iso_ppp,iso_fgm,iso_fga,iso_fg_pct,iso_efg,iso_to,iso_ft,iso_score,prb_poss,prb_pts,prb_ppp,prb_fgm,prb_fga,prb_fg,prb_efg,prb_to,prb_ft,prb_score,post_poss,post_pts,post_ppp,post_fgm,post_fga,post_fg,post_to,post_ft,post_score,roll_poss,roll_pts,roll_ppp,roll_fgm,roll_fga,roll_fg,roll_efg,roll_to,roll_ft,roll_score,ho_poss,ho_pts,ho_ppp,ho_fgm,ho_fga,ho_fg,ho_efg,ho_to,ho_ft,ho_score,su_poss,su_pts,su_ppp,su_fgm,su_fga,su_fg,su_efg,su_score,os_poss,os_pts,os_ppp,os_fgm,os_fga,os_fg,os_efg,os_to,os_ft,os_score,trans_poss,trans_pts,trans_ppp,trans_fgm,trans_fga,trans_fg,trans_efg,trans_to,trans_ft,trans_score,cut_poss,cut_pts,cut_ppp,cut_fgm,cut_fga,cut_fg,cut_efg,cut_to,cut_ft,cut_score,pb_poss,pb_pts,pb_ppp,pb_fgm,pb_fga,pb_fg,pb_to,pb_ft,pb_score,pd_poss,pd_pts,pd_ppp,pd_fgm,pd_fga,pd_fg_pct,pd_efg_pct,pd_score_pct,pd_threefgm,pd_threefga,pd_threepct,pd_three_per_fg,intd_poss,intd_pts,intd_ppp,intd_fgm,intd_fga,intd_fg,intd_score_pct,school,team_name,coach_name,wins,losses,nescac_wins,nescac_losses,games,poss,fgm,fga,three_fgm,three_fga,ftm,fta,fg_pct,three_fg_pct,ft_pct,efg,to_pct,three_per_fga,school,team_name,coach_name,wins,losses,nescac_wins,nescac_losses,games,team_poss,team_pts,team_ast,team_reb,team_oreb,team_stl,team_blk,team_tov,team_fouls,team_fgm,team_fga,team_threem,team_threea,team_ftm,team_fta
95,Brendan,Gagan,44,HAM,Center,Junior,Slingerlands (NY),United States of America,79,9,9,6,1,1,1,0,1,1,0,2,7,0,0,2,2,1,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,1,0,0,0.000,0.000,0.000,0,0,0.000,0.00,4,2,4,1.000,0.500,0.000,2,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,2,0,0.000,0,1,0.000,0.500,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,3,4,1.333,1,2,0.500,0.500,0.000,0.333,0.667,2,2,1.000,1,2,0.500,0.000,0.000,0.500,4,3,0.750,1,4,0.250,0.375,0.250,1,1,1.000,0.25,2,0,0.000,0,2,0.000,0.000,Hamilton College,Continentals,Adam Stockwell,20,9,7,3,29,2349,757,1772,210,655,368,508,0.427,0.321,0.724,0.486,0.146,0.37,Hamilton College,Continentals,Adam Stockwell,20,9,7,3,327,2349,2092,395,1022,279,148,115,342,497,757,1772,210,655,368,508
96,Patrick,Mogan,50,HAM,Forward,Senior,Chestnut Hill (MA),United States of America,80,29,204,176,65,149,42,6,34,39,56,73,144,0,1,30,49,4,1,2,0.500,0.250,6,1,2,0.333,0.167,1,0,0,0.000,0.000,8,2,4,0.500,0.250,0.250,0,1,0.000,0.13,101,58,123,1.218,0.574,0.079,18,6,12,0.667,0.333,0.000,5,2,4,0.800,0.400,0.000,3,3,6,2.000,1.000,0.000,1,0,0.000,0,0,0.000,0.000,0.000,1.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,56,55,0.982,20,40,0.500,0.089,0.232,0.500,26,32,1.231,15,26,0.577,0.577,0.000,0.077,0.577,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,12,9,0.750,4,12,0.333,0.333,0.333,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,10,6,0.600,3,5,0.600,0.600,0.500,0.000,0.300,41,47,1.146,20,34,0.588,0.588,0.098,0.146,0.561,32,27,0.844,11,25,0.440,0.063,0.188,0.438,93,82,0.882,31,76,0.408,0.461,0.333,8,30,0.267,0.39,122,111,0.910,51,107,0.477,0.418,Hamilton College,Continentals,Adam Stockwell,20,9,7,3,29,2349,757,1772,210,655,368,508,0.427,0.321,0.724,0.486,0.146,0.37,Hamilton College,Continentals,Adam Stockwell,20,9,7,3,327,2349,2092,395,1022,279,148,115,342,497,757,1772,210,655,368,508
97,Jaden,Bobbett,2,MID,Guard,Sophomore,Rye (NH),United States of America,74,26,163,114,49,73,19,15,0,37,37,42,117,19,49,11,20,6,2,4,0.667,0.333,2,1,2,1.000,0.500,49,19,57,1.163,0.388,42,17,50,1.190,0.405,0.595,16,41,0.390,0.98,44,16,32,0.727,0.364,0.068,1,0,0,0.000,0.000,0.000,12,2,4,0.333,0.167,0.000,0,0,0,0.000,0.000,0.000,1,0,0.000,0,0,0.000,0.000,1.000,0.000,0.000,13,2,0.154,0,11,0.000,0.000,0.077,0.077,0.077,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,7,3,0.429,1,5,0.200,0.300,0.286,0.000,0.143,74,56,0.757,21,63,0.333,0.421,0.311,4,6,1.500,2,3,0.667,0.833,0.000,0.250,0.750,25,25,1.000,9,16,0.563,0.719,0.280,0.120,0.440,15,13,0.867,6,12,0.500,0.500,0.133,0.133,0.467,8,7,0.875,3,6,0.500,0.250,0.125,0.375,104,85,0.817,31,85,0.365,0.447,0.298,14,32,0.438,0.38,50,40,0.800,20,48,0.417,0.400,Middlebury College,Panthers,Jeff Brown,20,6,7,3,26,2206,678,1624,155,494,355,500,0.417,0.314,0.710,0.465,0.159,0.30,Middlebury College,Panthers,Jeff Brown,20,6,7,3,302,2206,1866,327,1057,317,151,131,351,387,678,1624,155,494,355,500
98,Noah,Osher,3,MID,Guard,Junior,Northbrook (IL),United States of America,72,26,381,334,35,92,3,19,0,49,32,115,307,55,163,49,60,42,16,33,0.786,0.381,55,19,38,0.691,0.345,163,55,166,1.018,0.337,158,62,174,1.101,0.392,0.547,49,129,0.380,0.82,42,23,47,1.119,0.548,0.048,0,0,0,0.000,0.000,0.000,5,2,4,0.800,0.400,0.000,1,0,0,0.000,0.000,0.000,20,7,0.350,2,16,0.125,0.156,0.150,0.050,0.150,35,25,0.714,9,26,0.346,0.385,0.171,0.086,0.343,0,0,0.000,0,0,0.000,0.000,0.000,0.000,1,0,0.000,0,0,0.000,0.000,1.000,0.000,0.000,62,40,0.645,17,55,0.309,0.327,0.065,0.065,0.306,141,152,1.078,49,124,0.395,0.552,0.397,27,23,0.852,8,24,0.333,0.396,0.037,0.111,0.370,47,54,1.149,21,40,0.525,0.625,0.106,0.043,0.489,18,17,0.944,8,16,0.500,0.500,0.111,0.111,0.444,3,2,0.667,1,2,0.500,0.333,0.000,0.333,135,108,0.800,41,113,0.363,0.438,0.304,17,47,0.362,0.42,59,36,0.610,18,55,0.327,0.305,Middlebury College,Panthers,Jeff Brown,20,6,7,3,26,2206,678,1624,155,494,355,500,0.417,0.314,0.710,0.465,0.159,0.30,Middlebury College,Panthers,Jeff Brown,20,6,7,3,302,2206,1866,327,1057,317,151,131,351,387,678,1624,155,494,355,500
99,Nash,Goldman,4,MID,Guard,Senior,Scarsdale (NY),United States of America,72,22,95,82,12,29,3,10,0,11,21,27,79,21,64,7,10,4,1,2,0.500,0.250,6,2,4,0.667,0.333,64,21,63,0.984,0.328,47,14,42,0.894,0.298,0.447,14,47,0.298,1.00,2,2,5,2.500,1.000,0.500,0,0,0,0.000,0.000,0.000,3,1,2,0.667,0.333,0.000,0,0,0,0.000,0.000,0.000,2,5,2.500,2,2,1.000,1.250,0.000,0.000,1.000,8,5,0.625,1,6,0.167,0.250,0.125,0.125,0.250,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,14,20,1.429,7,13,0.538,0.731,0.000,0.071,0.571,45,28,0.622,9,42,0.214,0.321,0.222,4,3,0.750,1,4,0.250,0.375,0.000,0.000,0.250,12,14,1.167,5,10,0.500,0.700,0.167,0.000,0.417,1,3,3.000,1,1,1.000,1.000,0.000,1.000,1.000,1,2,2.000,1,1,1.000,0.000,0.000,1.000,43,30,0.698,11,29,0.379,0.466,0.256,5,15,0.333,0.52,12,12,1.000,5,8,0.625,0.417,Middlebury College,Panthers,Jeff Brown,20,6,7,3,26,2206,678,1624,155,494,355,500,0.417,0.314,0.710,0.465,0.159,0.30,Middlebury College,Panthers,Jeff Brown,20,6,7,3,302,2206,1866,327,1057,317,151,131,351,387,678,1624,155,494,355,500
100,Oliver,Urena,5,MID,Guard,Freshman,Cresskill (NJ),United States of America,76,4,8,6,1,1,1,1,0,1,1,2,6,1,1,1,2,0,0,0,0.000,0.000,0,0,0,0.000,0.000,1,1,3,3.000,1.000,1,1,3,3.000,1.000,1.500,1,1,1.000,1.00,3,1,2,0.667,0.333,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,2,0,0.000,0,2,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,3,5,1.667,2,2,1.000,1.250,0.333,0.000,0.667,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,1,1,1.000,0,0,0.000,0.000,1.000,1.000,5,3,0.600,1,3,0.333,0.500,0.200,1,3,0.333,1.00,1,2,2.000,1,1,1.000,1.000,Middlebury College,Panthers,Jeff Brown,20,6,7,3,26,2206,678,1624,155,494,355,500,0.417,0.314,0.710,0.465,0.159,0.30,Middlebury College,Panthers,Jeff Brown,20,6,7,3,302,2206,1866,327,1057,317,151,131,351,387,678,1624,155,494,355,500
101,Lamine,Cisse,10,MID,Guard,Junior,New York (NY),United States of America,76,10,26,17,0,3,0,2,0,8,6,5,13,0,2,7,9,0,0,0,0.000,0.000,0,0,0,0.000,0.000,2,0,0,0.000,0.000,2,0,0,0.000,0.000,0.000,0,2,0.000,1.00,10,5,10,1.000,0.500,0.000,1,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,0,0.000,0.000,1.000,0.000,0.000,16,11,0.688,3,6,0.500,0.500,0.375,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,5,2,0.400,0,3,0.000,0.000,0.200,0.200,0.200,4,4,1.000,2,4,0.500,0.500,0.000,0.000,0.500,0,0,0.000,0,0,0.000,0.000,0.000,0.000,7,5,0.714,2,7,0.286,0.357,0.286,1,4,0.250,0.57,3,2,0.667,1,3,0.333,0.333,Middlebury College,Panthers,Jeff Brown,20,6,7,3,26,2206,678,1624,155,494,355,500,0.417,0.314,0.710,0.465,0.159,0.30,Middlebury College,Panthers,Jeff Brown,20,6,7,3,302,2206,1866,327,1057,317,151,131,351,387,678,1624,155,494,355,500
102,Lucas,Shin,11,MID,Guard,Senior,La Canada (CA),United States of America,59,6,12,10,5,3,3,2,0,2,2,3,8,1,4,3,4,4,2,4,1.000,0.500,0,0,0,0.000,0.000,4,1,3,0.750,0.250,3,1,3,1.000,0.333,0.500,1,3,0.333,1.00,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,1,2,2.000,1,1,1.000,1.000,0.000,0.000,1.000,3,2,0.667,1,3,0.333,0.333,0.000,0.000,0.333,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,3,3,1.000,1,2,0.500,0.750,0.333,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,2,2,1.000,0,1,0.000,0.000,0.000,0.500,0.500,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,5,5,1.000,2,4,0.500,0.625,0.400,1,3,0.333,0.75,0,0,0.000,0,0,0.000,0.000,Middlebury College,Panthers,Jeff Brown,20,6,7,3,26,2206,678,1624,155,494,355,500,0.417,0.314,0.710,0.465,0.159,0.30,Middlebury College,Panthers,Jeff Brown,20,6,7,3,302,2206,1866,327,1057,317,151,131,351,387,678,1624,155,494,355,500
103,Edward,Witherington,12,MID,Forward,Freshman,Fairhope (AL),United States of America,78,22,56,51,7,39,12,5,2,5,15,19,44,7,21,6,11,1,0,0,0.000,0.000,1,1,2,2.000,1.000,21,7,21,1.000,0.333,22,8,23,1.045,0.364,0.523,7,21,0.333,0.95,14,6,12,0.857,0.429,0.000,3,2,4,1.333,0.667,0.000,2,2,4,2.000,1.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,5,4,0.800,2,3,0.667,0.000,0.400,0.400,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,20,20,1.000,7,20,0.350,0.500,0.350,1,3,3.000,1,1,1.000,1.500,0.000,0.000,1.000,6,2,0.333,1,5,0.200,0.200,0.167,0.000,0.167,11,14,1.273,6,9,0.667,0.667,0.091,0.091,0.636,7,6,0.857,2,5,0.400,0.143,0.143,0.429,41,32,0.780,12,36,0.333,0.417,0.293,6,14,0.429,0.39,27,25,0.926,11,25,0.440,0.407,Middlebury College,Panthers,Jeff Brown,20,6,7,3,26,2206,678,1624,155,494,355,500,0.417,0.314,0.710,0.465,0.159,0.30,Middlebury College,Panthers,Jeff Brown,20,6,7,3,302,2206,1866,327,1057,317,151,131,351,387,678,1624,155,494,355,500
104,Mark,Newell,13,MID,Guard,Freshman,Arlington (MA),United States of America,77,5,5,5,1,9,0,0,0,3,0,2,2,0,0,1,1,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0.00,2,2,5,2.500,1.000,0.500,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,1,1,2,2.000,1.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,3,3.000,1,1,1.000,0.000,1.000,1.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,2,2.000,1,1,1.000,1.000,0.000,0.000,1.000,1,0,0.000,0,0,0.000,0.000,1.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,3,0,0.000,0,2,0.000,0.000,0.000,0,2,0.000,1.00,0,0,0.000,0,0,0.000,0.000,Middlebury College,Panthers,Jeff Brown,20,6,7,3,26,2206,678,1624,155,494,355,500,0.417,0.314,0.710,0.465,0.159,0.30,Middlebury College,Panthers,Jeff Brown,20,6,7,3,302,2206,1866,327,1057,317,151,131,351,387,678,1624,155,494,355,500
105,Tristan,Joseph,14,MID,Guard,Freshman,Norwalk (CT),United States of America,74,6,13,7,2,4,1,5,0,2,2,3,11,1,6,0,0,0,0,0,0.000,0.000,0,0,0,0.000,0.000,6,1,3,0.500,0.167,6,1,3,0.500,0.167,0.250,1,6,0.167,1.00,5,2,4,0.800,0.400,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,1,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,2,2,1.000,1,2,0.500,0.500,0.000,0.000,0.500,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,7,3,0.429,1,6,0.167,0.250,0.143,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,3,2,0.667,1,2,0.500,0.500,0.333,0.000,0.333,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,4,1,0.250,0,3,0.000,0.000,0.000,0,3,0.000,1.00,1,0,0.000,0,0,0.000,0.000,Middlebury College,Panthers,Jeff Brown,20,6,7,3,26,2206,678,1624,155,494,355,500,0.417,0.314,0.710,0.465,0.159,0.30,Middlebury College,Panthers,Jeff Brown,20,6,7,3,302,2206,1866,327,1057,317,151,131,351,387,678,1624,155,494,355,500
106,Dean,Smith,15,MID,Forward,Sophomore,Summit (NJ),United States of America,78,4,8,3,0,1,0,1,2,1,2,1,7,1,7,0,0,0,0,0,0.000,0.000,0,0,0,0.000,0.000,7,1,3,0.429,0.143,7,1,3,0.429,0.143,0.214,1,7,0.143,1.00,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,4,0,0.000,0,4,0.000,0.000,0.000,1,3,3.000,1,1,1.000,1.500,0.000,0.000,1.000,3,0,0.000,0,2,0.000,0.000,0.333,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,3,3,1.000,1,3,0.333,0.500,0.333,1,2,0.500,0.67,1,0,0.000,0,1,0.000,0.000,Middlebury College,Panthers,Jeff Brown,20,6,7,3,26,2206,678,1624,155,494,355,500,0.417,0.314,0.710,0.465,0.159,0.30,Middlebury College,Panthers,Jeff Brown,20,6,7,3,302,2206,1866,327,1057,317,151,131,351,387,678,1624,155,494,355,500
107,Jackson,McKersie,21,MID,Center,Freshman,Millis (MA),United States of America,80,24,94,63,12,54,23,8,12,25,39,25,62,0,1,13,16,1,0,0,0.000,0.000,15,7,14,0.933,0.467,1,0,0,0.000,0.000,16,7,14,0.875,0.438,0.438,0,1,0.000,0.06,36,15,33,0.917,0.417,0.083,5,2,4,0.800,0.400,0.000,1,0,0,0.000,0.000,0.000,2,1,2,1.000,0.500,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,9,4,0.444,2,5,0.400,0.333,0.111,0.222,7,2,0.286,1,4,0.250,0.250,0.429,0.000,0.143,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,17,12,0.706,6,15,0.400,0.400,0.353,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,11,13,1.182,6,11,0.545,0.545,0.000,0.091,0.545,21,11,0.524,3,16,0.188,0.188,0.143,0.143,0.238,15,18,1.200,6,9,0.667,0.200,0.267,0.600,40,39,0.975,13,36,0.361,0.472,0.325,8,21,0.381,0.58,38,26,0.684,12,33,0.364,0.316,Middlebury College,Panthers,Jeff Brown,20,6,7,3,26,2206,678,1624,155,494,355,500,0.417,0.314,0.710,0.465,0.159,0.30,Middlebury College,Panthers,Jeff Brown,20,6,7,3,302,2206,1866,327,1057,317,151,131,351,387,678,1624,155,494,355,500
108,Evan,Flaks,22,MID,Guard,Freshman,Baltimore (MD),United States of America,69,26,200,157,41,53,6,10,0,31,50,58,153,18,55,23,32,42,15,30,0.714,0.357,24,13,26,1.083,0.542,55,18,54,0.982,0.327,49,16,47,0.959,0.327,0.480,15,47,0.319,0.96,28,12,25,0.893,0.429,0.036,1,0,0,0.000,0.000,0.000,3,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,6,2,0.333,1,4,0.250,0.250,0.333,0.000,0.167,31,28,0.903,13,25,0.520,0.540,0.129,0.065,0.452,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,15,20,1.333,10,15,0.667,0.667,0.000,0.000,0.667,79,56,0.709,19,71,0.268,0.366,0.266,6,8,1.333,3,6,0.500,0.667,0.000,0.000,0.500,43,29,0.674,11,29,0.379,0.397,0.209,0.140,0.349,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,101,77,0.762,29,81,0.358,0.401,0.287,7,26,0.269,0.32,58,59,1.017,28,56,0.500,0.483,Middlebury College,Panthers,Jeff Brown,20,6,7,3,26,2206,678,1624,155,494,355,500,0.417,0.314,0.710,0.465,0.159,0.30,Middlebury College,Panthers,Jeff Brown,20,6,7,3,302,2206,1866,327,1057,317,151,131,351,387,678,1624,155,494,355,500
109,Charley,Moore,23,MID,Guard,Junior,San Francisco (CA),United States of America,76,25,67,49,5,35,17,4,1,12,9,22,51,1,7,4,9,1,1,2,2.000,1.000,0,0,0,0.000,0.000,7,1,3,0.429,0.143,7,1,3,0.429,0.143,0.214,1,7,0.143,1.00,40,19,39,0.975,0.475,0.025,1,1,2,2.000,1.000,0.000,2,0,0,0.000,0.000,0.000,1,1,2,2.000,1.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,3,2,0.667,1,3,0.333,0.333,0.000,0.000,0.333,3,2,0.667,1,3,0.333,0.000,0.000,0.333,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,3,2,0.667,1,2,0.500,0.500,0.333,0.000,0.333,17,9,0.529,3,13,0.231,0.269,0.235,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,17,17,1.000,8,13,0.615,0.615,0.176,0.118,0.471,11,10,0.909,5,9,0.556,0.556,0.182,0.000,0.455,7,7,1.000,3,6,0.500,0.000,0.143,0.571,16,12,0.750,4,12,0.333,0.417,0.250,2,7,0.286,0.58,8,6,0.750,3,7,0.429,0.375,Middlebury College,Panthers,Jeff Brown,20,6,7,3,26,2206,678,1624,155,494,355,500,0.417,0.314,0.710,0.465,0.159,0.30,Middlebury College,Panthers,Jeff Brown,20,6,7,3,302,2206,1866,327,1057,317,151,131,351,387,678,1624,155,494,355,500
110,David,Brennan,24,MID,Forward,Sophomore,Boston (MA),United States of America,78,26,199,157,33,232,102,23,7,36,53,62,136,0,0,33,53,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,1,0,0,0.000,0.000,0.000,0,0,0.000,0.00,101,47,95,0.941,0.465,0.040,26,12,25,0.962,0.462,0.038,6,3,6,1.000,0.500,0.000,5,3,6,1.200,0.600,0.000,3,2,0.667,1,2,0.500,0.500,0.333,0.000,0.333,2,2,1.000,1,2,0.500,0.500,0.000,0.000,0.500,40,36,0.900,15,28,0.536,0.200,0.150,0.450,6,6,1.000,3,5,0.600,0.600,0.167,0.000,0.500,2,0,0.000,0,2,0.000,0.000,0.000,0.000,0.000,12,8,0.667,4,9,0.444,0.444,0.333,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,16,9,0.563,4,12,0.333,0.333,0.125,0.125,0.313,54,39,0.722,16,40,0.400,0.400,0.167,0.093,0.389,42,45,1.071,16,32,0.500,0.000,0.262,0.548,82,47,0.573,18,65,0.277,0.323,0.220,6,28,0.214,0.43,54,31,0.574,14,50,0.280,0.259,Middlebury College,Panthers,Jeff Brown,20,6,7,3,26,2206,678,1624,155,494,355,500,0.417,0.314,0.710,0.465,0.159,0.30,Middlebury College,Panthers,Jeff Brown,20,6,7,3,302,2206,1866,327,1057,317,151,131,351,387,678,1624,155,494,355,500
111,Thomas,Zodda,25,MID,Forward,Senior,New City (NY),United States of America,78,9,11,10,1,10,3,0,0,1,7,5,9,0,0,0,1,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0.00,7,4,8,1.143,0.571,0.000,1,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,2,4,2.000,2,2,1.000,0.000,0.000,1.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,0,0.000,0.000,1.000,0.000,0.000,5,4,0.800,2,5,0.400,0.400,0.000,0.000,0.400,2,2,1.000,1,2,0.500,0.000,0.000,0.500,3,2,0.667,0,2,0.000,0.000,0.000,0,1,0.000,0.50,4,6,1.500,2,2,1.000,0.500,Middlebury College,Panthers,Jeff Brown,20,6,7,3,26,2206,678,1624,155,494,355,500,0.417,0.314,0.710,0.465,0.159,0.30,Middlebury College,Panthers,Jeff Brown,20,6,7,3,302,2206,1866,327,1057,317,151,131,351,387,678,1624,155,494,355,500
