id,first_name,last_name,number,team_id,position,class,from,country,height_in,games,poss,pts,ast,reb,oreb,stl,blk,to,fouls,fgm,fga,threem,threea,ftm,fta,sj_poss,sj_fgm,sj_pts,sj_ppp,sj_pct,mj_poss,mj_fgm,mj_pts,mj_ppp,mj_pct,three_poss,three_fgm,three_pts,three_ppp,three_pct,cs_poss,cs_fgm,cs_pts,cs_ppp,cs_pct,cs_efg,cs_three_fgm,cs_three_fga,cs_three_pct,cs_three_per_fga,rim_poss,rim_fgm,rim_pts,rim_ppp,rim_pct,rim_ft_pct,hook_poss,hooks_fgm,hook_pts,hooks_ppp,hooks_fg_pct,hooks_ft_pct,run_poss,run_fgm,run_pts,run_ppp,run_fg_pct,run_ft_pct,dunk_poss,dunk_fgm,dunk_pts,dunk_ppp,dunk_fg_pct,dunk_ft_pct,iso_poss,iso_pts,iso_ppp,iso_fgm,iso_fga,iso_fg_pct,iso_efg,iso_to,iso_ft,iso_score,prb_poss,prb_pts,prb_ppp,prb_fgm,prb_fga,prb_fg,prb_efg,prb_to,prb_ft,prb_score,post_poss,post_pts,post_ppp,post_fgm,post_fga,post_fg,post_to,post_ft,post_score,roll_poss,roll_pts,roll_ppp,roll_fgm,roll_fga,roll_fg,roll_efg,roll_to,roll_ft,roll_score,ho_poss,ho_pts,ho_ppp,ho_fgm,ho_fga,ho_fg,ho_efg,ho_to,ho_ft,ho_score,su_poss,su_pts,su_ppp,su_fgm,su_fga,su_fg,su_efg,su_score,os_poss,os_pts,os_ppp,os_fgm,os_fga,os_fg,os_efg,os_to,os_ft,os_score,trans_poss,trans_pts,trans_ppp,trans_fgm,trans_fga,trans_fg,trans_efg,trans_to,trans_ft,trans_score,cut_poss,cut_pts,cut_ppp,cut_fgm,cut_fga,cut_fg,cut_efg,cut_to,cut_ft,cut_score,pb_poss,pb_pts,pb_ppp,pb_fgm,pb_fga,pb_fg,pb_to,pb_ft,pb_score,pd_poss,pd_pts,pd_ppp,pd_fgm,pd_fga,pd_fg_pct,pd_efg_pct,pd_score_pct,pd_threefgm,pd_threefga,pd_threepct,pd_three_per_fg,intd_poss,intd_pts,intd_ppp,intd_fgm,intd_fga,intd_fg,intd_score_pct,school,team_name,coach_name,wins,losses,nescac_wins,nescac_losses,games,poss,fgm,fga,three_fgm,three_fga,ftm,fta,fg_pct,three_fg_pct,ft_pct,efg,to_pct,three_per_fga,school,team_name,coach_name,wins,losses,nescac_wins,nescac_losses,games,team_poss,team_pts,team_ast,team_reb,team_oreb,team_stl,team_blk,team_tov,team_fouls,team_fgm,team_fga,team_threem,team_threea,team_ftm,team_fta
61,Alec,McGovern,21,COL,Guard,Senior,Colchester (CT),United States of America,75,22,133,144,7,39,13,12,6,15,29,48,107,27,70,21,25,4,2,4,1.000,0.500,1,1,2,2.000,1.000,70,27,81,1.157,0.386,70,28,85,1.214,0.400,0.593,27,68,0.397,0.99,26,16,33,1.269,0.615,0.038,1,0,0,0.000,0.000,0.000,3,2,4,1.333,0.667,0.000,0,0,0,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,5,4,0.800,0,1,0.000,0.000,0.400,0.400,0.400,4,2,0.500,0,2,0.000,0.250,0.250,0.250,2,0,0.000,0,2,0.000,0.000,0.000,0.000,0.000,12,8,0.667,3,10,0.300,0.350,0.083,0.083,0.333,51,58,1.137,21,48,0.438,0.594,0.431,15,21,1.400,7,12,0.583,0.792,0.133,0.067,0.533,27,31,1.148,9,21,0.429,0.548,0.074,0.185,0.481,10,12,1.200,6,8,0.750,0.750,0.200,0.000,0.600,2,2,1.000,1,1,1.000,0.500,0.000,0.500,45,24,0.533,8,40,0.200,0.238,0.178,3,17,0.176,0.43,30,17,0.567,8,30,0.267,0.267,Colby College,Mules,Damien Strahorn,20,7,5,5,27,2163,717,1668,288,795,303,416,0.430,0.362,0.728,0.516,0.142,0.48,Colby College,Mules,Damien Strahorn,20,7,5,5,301,2163,2025,404,893,200,152,86,308,390,717,1668,288,795,303,416
62,Henry,Westrich,23,COL,Guard,Junior,Glenburn (ME),United States of America,77,15,20,13,1,18,11,5,3,2,8,4,16,0,3,5,5,1,0,0,0.000,0.000,0,0,0,0.000,0.000,3,0,0,0.000,0.000,3,0,0,0.000,0.000,0.000,0,3,0.000,1.00,9,4,9,1.000,0.444,0.111,2,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,2,2,1.000,0,1,0.000,0.000,0.500,0.500,2,2,1.000,0,1,0.000,0.000,0.000,0.500,0.500,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,6,0,0.000,0,5,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,4,2,0.500,1,4,0.250,0.250,0.000,0.000,0.250,1,2,2.000,1,1,1.000,1.000,0.000,0.000,1.000,3,5,1.667,2,3,0.667,0.000,0.333,0.667,15,20,1.333,8,14,0.571,0.714,0.533,4,8,0.500,0.57,15,25,1.667,10,12,0.833,0.667,Colby College,Mules,Damien Strahorn,20,7,5,5,27,2163,717,1668,288,795,303,416,0.430,0.362,0.728,0.516,0.142,0.48,Colby College,Mules,Damien Strahorn,20,7,5,5,301,2163,2025,404,893,200,152,86,308,390,717,1668,288,795,303,416
63,Jonah,Obi,25,COL,Forward,Senior,Simsbury (CT),United States of America,77,25,197,157,45,139,37,6,16,46,38,62,129,4,12,29,45,7,2,4,0.571,0.286,4,0,0,0.000,0.000,12,4,12,1.000,0.333,8,3,9,1.125,0.375,0.563,3,8,0.375,1.00,59,37,76,1.288,0.627,0.051,29,12,24,0.828,0.414,0.000,1,0,0,0.000,0.000,0.000,3,3,6,2.000,1.000,0.000,20,14,0.700,5,12,0.417,0.417,0.250,0.150,0.400,2,0,0.000,0,1,0.000,0.000,0.500,0.000,0.000,45,40,0.889,19,37,0.514,0.133,0.044,0.467,8,7,0.875,1,4,0.250,0.250,0.000,0.500,0.500,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,21,19,0.905,8,16,0.500,0.531,0.429,3,0,0.000,0,3,0.000,0.000,0.000,0.000,0.000,28,25,0.893,10,20,0.500,0.575,0.250,0.036,0.393,39,42,1.077,17,25,0.680,0.680,0.179,0.256,0.564,9,6,0.667,2,8,0.250,0.000,0.111,0.333,61,46,0.754,16,48,0.333,0.417,0.262,8,18,0.444,0.38,92,91,0.989,42,89,0.472,0.457,Colby College,Mules,Damien Strahorn,20,7,5,5,27,2163,717,1668,288,795,303,416,0.430,0.362,0.728,0.516,0.142,0.48,Colby College,Mules,Damien Strahorn,20,7,5,5,301,2163,2025,404,893,200,152,86,308,390,717,1668,288,795,303,416
64,David,Stewart,31,COL,Forward,Sophomore,Arnold (MD),United States of America,79,14,48,36,11,28,3,2,1,8,12,11,37,8,25,6,6,0,0,0,0.000,0.000,7,1,2,0.286,0.143,25,8,24,0.960,0.320,23,8,24,1.043,0.348,0.522,8,21,0.381,0.91,4,2,4,1.000,0.500,0.000,0,0,0,0.000,0.000,0.000,1,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,0,0.000,0.000,1.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,2,3,1.500,1,2,0.500,0.750,0.000,0.000,0.500,23,21,0.913,7,21,0.333,0.452,0.348,5,0,0.000,0,4,0.000,0.000,0.200,0.000,0.000,10,10,1.000,3,8,0.375,0.500,0.100,0.100,0.400,1,0,0.000,0,0,0.000,0.000,1.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,14,15,1.071,5,11,0.455,0.500,0.357,1,3,0.333,0.27,17,22,1.294,10,17,0.588,0.588,Colby College,Mules,Damien Strahorn,20,7,5,5,27,2163,717,1668,288,795,303,416,0.430,0.362,0.728,0.516,0.142,0.48,Colby College,Mules,Damien Strahorn,20,7,5,5,301,2163,2025,404,893,200,152,86,308,390,717,1668,288,795,303,416
65,Jack,Lawson,32,COL,Forward,Sophomore,St. Louis (MO),United States of America,79,26,255,187,32,136,27,16,12,37,39,77,201,16,60,17,37,0,0,0,0.000,0.000,11,2,4,0.364,0.182,60,16,48,0.800,0.267,68,18,52,0.765,0.265,0.382,16,59,0.271,0.87,106,52,104,0.981,0.491,0.028,16,6,13,0.813,0.375,0.063,8,2,4,0.500,0.250,0.000,5,5,10,2.000,1.000,0.000,14,5,0.357,2,10,0.200,0.200,0.214,0.143,0.143,4,4,1.000,2,3,0.667,0.667,0.000,0.250,0.500,32,17,0.531,7,24,0.292,0.156,0.094,0.281,22,23,1.045,10,21,0.476,0.548,0.000,0.091,0.455,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,74,51,0.689,18,64,0.281,0.375,0.284,2,0,0.000,0,2,0.000,0.000,0.000,0.000,0.000,38,30,0.789,13,32,0.406,0.422,0.105,0.079,0.395,39,37,0.949,16,29,0.552,0.552,0.154,0.128,0.487,16,17,1.063,8,14,0.571,0.063,0.063,0.563,91,71,0.780,25,72,0.347,0.438,0.275,13,39,0.333,0.54,69,53,0.768,24,60,0.400,0.348,Colby College,Mules,Damien Strahorn,20,7,5,5,27,2163,717,1668,288,795,303,416,0.430,0.362,0.728,0.516,0.142,0.48,Colby College,Mules,Damien Strahorn,20,7,5,5,301,2163,2025,404,893,200,152,86,308,390,717,1668,288,795,303,416
66,Miles,Drake,51,COL,Guard,Freshman,Darien (CT),United States of America,74,7,5,5,0,2,0,0,0,2,0,2,3,1,1,0,0,2,1,2,1.000,0.500,0,0,0,0.000,0.000,1,1,3,3.000,1.000,1,1,3,3.000,1.000,1.500,1,1,1.000,1.00,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,2,2,1.000,1,1,1.000,1.000,0.500,0.000,0.500,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,2,0,0.000,0,1,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,3,3.000,1,1,1.000,1.500,0.000,0.000,1.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,3,0,0.000,0,3,0.000,0.000,0.000,0,2,0.000,0.67,1,0,0.000,0,0,0.000,0.000,Colby College,Mules,Damien Strahorn,20,7,5,5,27,2163,717,1668,288,795,303,416,0.430,0.362,0.728,0.516,0.142,0.48,Colby College,Mules,Damien Strahorn,20,7,5,5,301,2163,2025,404,893,200,152,86,308,390,717,1668,288,795,303,416
67,Clay,Bolster,55,COL,Guard,Junior,New York (NY),United States of America,72,13,4,1,4,3,1,1,0,1,8,0,2,0,1,1,2,0,0,0,0.000,0.000,0,0,0,0.000,0.000,1,0,0,0.000,0.000,1,0,0,0.000,0.000,0.000,0,1,0.000,1.00,1,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,10,12,1.200,4,10,0.400,0.600,0.400,4,5,0.800,0.50,5,4,0.800,2,5,0.400,0.400,Colby College,Mules,Damien Strahorn,20,7,5,5,27,2163,717,1668,288,795,303,416,0.430,0.362,0.728,0.516,0.142,0.48,Colby College,Mules,Damien Strahorn,20,7,5,5,301,2163,2025,404,893,200,152,86,308,390,717,1668,288,795,303,416
68,Cam,Schainfeld,0,CON,Guard,Sophomore,Newton (MA),United States of America,74,20,290,239,64,65,14,23,3,35,27,96,240,16,58,31,40,77,32,65,0.844,0.416,23,5,10,0.435,0.217,58,16,48,0.828,0.276,40,11,33,0.825,0.275,0.413,11,39,0.282,0.98,63,35,76,1.206,0.556,0.111,3,2,4,1.333,0.667,0.000,9,2,4,0.444,0.222,0.000,0,0,0,0.000,0.000,0.000,15,12,0.800,5,13,0.385,0.385,0.067,0.067,0.400,115,86,0.748,36,92,0.391,0.408,0.139,0.087,0.357,7,8,1.143,4,7,0.571,0.000,0.000,0.571,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,16,17,1.063,7,16,0.438,0.500,0.000,0.063,0.438,72,50,0.694,16,63,0.254,0.325,0.278,2,3,1.500,1,2,0.500,0.750,0.000,0.000,0.500,42,43,1.024,19,32,0.594,0.609,0.190,0.095,0.500,1,2,2.000,1,1,1.000,1.000,0.000,0.000,1.000,8,11,1.375,5,8,0.625,0.000,0.125,0.625,152,114,0.750,39,127,0.307,0.441,0.257,34,102,0.333,0.80,8,0,0.000,0,8,0.000,0.000,Connecticut College,Camels,Tim Sweeney,14,11,5,5,25,1881,621,1483,147,504,199,321,0.419,0.292,0.620,0.468,0.139,0.34,Connecticut College,Camels,Tim Sweeney,14,11,5,5,248,1881,1588,294,782,200,194,83,261,337,621,1483,147,504,199,321
69,Jarron,Flynn,1,CON,Guard,Junior,Roslindale (MA),United States of America,75,23,223,200,33,108,28,33,12,26,36,85,170,1,12,29,64,1,1,2,2.000,1.000,2,0,0,0.000,0.000,12,1,3,0.250,0.083,10,1,3,0.300,0.100,0.150,1,10,0.100,1.00,152,83,170,1.118,0.546,0.079,1,0,0,0.000,0.000,0.000,2,0,0,0.000,0.000,0.000,1,1,2,2.000,1.000,0.000,7,6,0.857,2,5,0.400,0.400,0.143,0.286,0.429,14,16,1.143,7,13,0.538,0.538,0.000,0.071,0.571,10,4,0.400,1,6,0.167,0.200,0.200,0.200,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,8,0,0.000,0,7,0.000,0.000,0.125,0.000,0.000,53,41,0.774,19,44,0.432,0.443,0.377,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,68,72,1.059,31,51,0.608,0.608,0.103,0.206,0.574,41,52,1.268,22,35,0.629,0.629,0.000,0.220,0.659,12,6,0.500,3,8,0.375,0.250,0.083,0.250,89,93,1.045,31,79,0.392,0.557,0.348,26,58,0.448,0.73,2,4,2.000,2,2,1.000,1.000,Connecticut College,Camels,Tim Sweeney,14,11,5,5,25,1881,621,1483,147,504,199,321,0.419,0.292,0.620,0.468,0.139,0.34,Connecticut College,Camels,Tim Sweeney,14,11,5,5,248,1881,1588,294,782,200,194,83,261,337,621,1483,147,504,199,321
70,Billy,Whelan,2,CON,Guard,Junior,Hamilton (MA),United States of America,70,25,154,146,31,42,3,15,0,17,18,46,132,44,122,10,13,0,0,0,0.000,0.000,1,1,2,2.000,1.000,122,44,132,1.082,0.361,111,41,123,1.108,0.369,0.554,41,111,0.369,1.00,1,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,7,1,2,0.286,0.143,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,5,6,1.200,2,4,0.500,0.750,0.200,0.000,0.400,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,12,8,0.667,3,10,0.300,0.400,0.167,0.000,0.250,93,106,1.140,35,91,0.385,0.571,0.387,8,6,0.750,2,8,0.250,0.375,0.000,0.000,0.250,18,10,0.556,3,16,0.188,0.281,0.056,0.056,0.222,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,174,149,0.856,53,153,0.346,0.464,0.305,36,109,0.330,0.71,4,2,0.500,1,4,0.250,0.250,Connecticut College,Camels,Tim Sweeney,14,11,5,5,25,1881,621,1483,147,504,199,321,0.419,0.292,0.620,0.468,0.139,0.34,Connecticut College,Camels,Tim Sweeney,14,11,5,5,248,1881,1588,294,782,200,194,83,261,337,621,1483,147,504,199,321
71,Caelin,Peters,3,CON,Guard,Sophomore,Hamilton,Bermuda,75,13,60,41,19,9,2,5,1,10,14,16,45,3,16,6,9,3,2,4,1.333,0.667,4,1,2,0.500,0.250,16,3,9,0.563,0.188,17,3,9,0.529,0.176,0.265,3,16,0.188,0.94,20,8,16,0.800,0.400,0.000,1,1,2,2.000,1.000,0.000,1,1,2,2.000,1.000,0.000,0,0,0,0.000,0.000,0.000,3,2,0.667,1,3,0.333,0.333,0.000,0.000,0.333,10,8,0.800,3,7,0.429,0.429,0.200,0.100,0.400,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,7,1,0.143,0,2,0.000,0.000,0.571,0.143,0.143,23,18,0.783,7,21,0.333,0.405,0.348,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,9,8,0.889,4,9,0.444,0.444,0.000,0.000,0.444,1,2,2.000,0,0,0.000,0.000,0.000,1.000,1.000,1,2,2.000,1,1,1.000,0.000,0.000,1.000,32,26,0.813,9,27,0.333,0.426,0.281,5,19,0.263,0.70,0,0,0.000,0,0,0.000,0.000,Connecticut College,Camels,Tim Sweeney,14,11,5,5,25,1881,621,1483,147,504,199,321,0.419,0.292,0.620,0.468,0.139,0.34,Connecticut College,Camels,Tim Sweeney,14,11,5,5,248,1881,1588,294,782,200,194,83,261,337,621,1483,147,504,199,321
72,R.J.,Casey,5,CON,Guard,Freshman,Nashville (TN),United States of America,70,24,156,113,26,22,3,13,0,21,17,38,127,18,68,19,24,20,8,16,0.800,0.400,10,4,8,0.800,0.400,68,18,54,0.794,0.265,61,20,58,0.951,0.328,0.475,18,59,0.305,0.97,22,7,15,0.682,0.318,0.045,0,0,0,0.000,0.000,0.000,6,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,7,0,0.000,0,3,0.000,0.000,0.429,0.143,0.000,24,14,0.583,6,18,0.333,0.361,0.208,0.083,0.292,0,0,0.000,0,0,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,4,0,0.000,0,4,0.000,0.000,0.000,0.000,0.000,74,61,0.824,21,67,0.313,0.418,0.311,10,6,0.600,2,8,0.250,0.313,0.100,0.100,0.300,26,22,0.846,8,22,0.364,0.409,0.077,0.077,0.385,1,2,2.000,1,1,1.000,1.000,0.000,0.000,1.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,113,97,0.858,35,101,0.347,0.475,0.310,26,74,0.351,0.73,8,5,0.625,1,7,0.143,0.125,Connecticut College,Camels,Tim Sweeney,14,11,5,5,25,1881,621,1483,147,504,199,321,0.419,0.292,0.620,0.468,0.139,0.34,Connecticut College,Camels,Tim Sweeney,14,11,5,5,248,1881,1588,294,782,200,194,83,261,337,621,1483,147,504,199,321
73,Martin,Wilson,11,CON,Guard,Freshman,Boston (MA),United States of America,70,3,3,3,0,2,1,0,0,0,0,1,3,1,1,0,0,0,0,0,0.000,0.000,0,0,0,0.000,0.000,1,1,3,3.000,1.000,1,1,3,3.000,1.000,1.500,1,1,1.000,1.00,2,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,3,3.000,1,1,1.000,1.500,1.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,3,2,0.667,1,3,0.333,0.333,0.333,0,2,0.000,0.67,1,2,2.000,1,1,1.000,1.000,Connecticut College,Camels,Tim Sweeney,14,11,5,5,25,1881,621,1483,147,504,199,321,0.419,0.292,0.620,0.468,0.139,0.34,Connecticut College,Camels,Tim Sweeney,14,11,5,5,248,1881,1588,294,782,200,194,83,261,337,621,1483,147,504,199,321
74,Alex,Mitchell,12,CON,Forward,Sophomore,Roxbury (MA),United States of America,76,5,6,6,0,7,2,1,0,1,6,2,4,1,1,1,2,1,0,0,0.000,0.000,0,0,0,0.000,0.000,1,1,3,3.000,1.000,1,1,3,3.000,1.000,1.500,1,1,1.000,1.00,8,1,2,0.250,0.125,0.000,0,0,0,0.000,0.000,0.000,1,1,2,2.000,1.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,3,3.000,1,1,1.000,1.500,1.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,2,2.000,1,1,1.000,1.000,0.000,0.000,1.000,2,0,0.000,0,1,0.000,0.000,0.500,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,8,14,1.750,5,7,0.714,1.000,0.625,4,5,0.800,0.71,3,2,0.667,1,2,0.500,0.333,Connecticut College,Camels,Tim Sweeney,14,11,5,5,25,1881,621,1483,147,504,199,321,0.419,0.292,0.620,0.468,0.139,0.34,Connecticut College,Camels,Tim Sweeney,14,11,5,5,248,1881,1588,294,782,200,194,83,261,337,621,1483,147,504,199,321
75,David,Murray,13,CON,Center,Junior,Jackson Heights (NY),United States of America,79,25,370,355,32,185,78,35,37,55,62,162,292,0,2,31,60,10,8,16,1.600,0.800,1,1,2,2.000,1.000,2,0,0,0.000,0.000,1,0,0,0.000,0.000,0.000,0,1,0.000,1.00,193,118,240,1.244,0.611,0.062,57,26,52,0.912,0.456,0.018,16,6,13,0.813,0.375,0.063,13,12,24,1.846,0.923,0.000,9,4,0.444,2,8,0.250,0.250,0.111,0.000,0.222,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,113,85,0.752,40,96,0.417,0.115,0.062,0.381,18,19,1.056,9,14,0.643,0.643,0.167,0.056,0.556,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,18,16,0.889,8,11,0.727,0.727,0.444,4,7,1.750,3,3,1.000,1.000,0.250,0.250,0.750,27,34,1.259,15,23,0.652,0.652,0.037,0.185,0.630,102,106,1.039,48,84,0.571,0.571,0.118,0.088,0.520,61,79,1.295,36,51,0.706,0.066,0.164,0.672,13,12,0.923,5,12,0.417,0.500,0.385,2,3,0.667,0.25,18,8,0.444,3,12,0.250,0.167,Connecticut College,Camels,Tim Sweeney,14,11,5,5,25,1881,621,1483,147,504,199,321,0.419,0.292,0.620,0.468,0.139,0.34,Connecticut College,Camels,Tim Sweeney,14,11,5,5,248,1881,1588,294,782,200,194,83,261,337,621,1483,147,504,199,321
76,Elias,Espinosa,14,CON,Forward,Freshman,Ridgefield Park (NJ),United States of America,76,24,163,138,24,55,6,12,2,14,32,47,140,32,108,12,18,9,1,2,0.222,0.111,6,2,4,0.667,0.333,108,32,96,0.889,0.296,93,29,87,0.935,0.312,0.468,29,92,0.315,0.99,16,11,23,1.438,0.688,0.063,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,1,1,2,2.000,1.000,0.000,5,7,1.400,3,5,0.600,0.700,0.000,0.000,0.600,17,12,0.706,5,13,0.385,0.423,0.235,0.059,0.294,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,11,9,0.818,3,10,0.300,0.450,0.091,0.000,0.273,83,80,0.964,26,79,0.329,0.475,0.337,9,4,0.444,1,7,0.143,0.214,0.000,0.222,0.222,24,22,0.917,8,22,0.364,0.432,0.000,0.083,0.417,2,2,1.000,1,2,0.500,0.500,0.000,0.000,0.500,1,0,0.000,0,0,0.000,1.000,0.000,0.000,86,53,0.616,20,74,0.270,0.351,0.233,12,53,0.226,0.72,4,2,0.500,1,4,0.250,0.250,Connecticut College,Camels,Tim Sweeney,14,11,5,5,25,1881,621,1483,147,504,199,321,0.419,0.292,0.620,0.468,0.139,0.34,Connecticut College,Camels,Tim Sweeney,14,11,5,5,248,1881,1588,294,782,200,194,83,261,337,621,1483,147,504,199,321
77,Kevin,Baxter,22,CON,Guard,Sophomore,Branford (CT),United States of America,76,6,11,9,2,3,1,0,1,3,1,3,8,3,7,0,0,0,0,0,0.000,0.000,1,0,0,0.000,0.000,7,3,9,1.286,0.429,5,3,9,1.800,0.600,0.900,3,5,0.600,1.00,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,0,0.000,0.000,1.000,0.000,0.000,6,6,1.000,2,5,0.400,0.600,0.333,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,1,3,3.000,1,1,1.000,1.500,0.000,0.000,1.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,3,3,1.000,1,3,0.333,0.500,0.333,1,3,0.333,1.00,2,0,0.000,0,1,0.000,0.000,Connecticut College,Camels,Tim Sweeney,14,11,5,5,25,1881,621,1483,147,504,199,321,0.419,0.292,0.620,0.468,0.139,0.34,Connecticut College,Camels,Tim Sweeney,14,11,5,5,248,1881,1588,294,782,200,194,83,261,337,621,1483,147,504,199,321
